Sentiment,Tweets
1, plum pitiful great place to be from but not to live anymore police still taking bribes down there or could they actually patrol the area would be ashamed to put forth some simple effort
0,@modejunkie awww sweetness! But he's still a cutie! 
1, am not but i guess i am when i actually read context i guess i am when i see your bullshit aobut male health comparing suicidal with depresssive episodes over me being isolated having my mom die being cast out and having no income living alone
0,@Monkeymoo2  You probably neded it. thank God that you are O.K. have a Good Day across the pond 
1,"only professional mds suffering from opioid phobiaand letting the dea trample they and their patients right to medical care for pain
we all need to get in the same side and end this madness!! "
0,"@HappyBob Right now, anyone's good. What I'm most interested in is trying out my research method, not getting useful results. "
0,"@Pesamob i was in Kenya when i was 11 years old, one of the best holidays of my life! it was amazing! my hubby is South African "
0,@maikeru76 your np mean no problem??  In the Marriott world I worked iin..should never be a problem-always a pleasure! hahah! mp 
0,webdotwizards night at the rushworth community house - webdotwiz is here early 
0,"Next time i won't be all enjoyed for a Bill or all TH audio message... Still cutie voice... But no news  Anyway, thanks for trying LOL"
0,"@blackshtef Willy and Wonka maybe, so you could say WeenKee Willy Wonka, could be fun in certain situations "
0,@joeallam Challenge Exceeded! Nicely done sir 
1,i hate my life 
0,@vindiekins Will do. 
1,i stand here alive today because of you and i still want to thank you for it had you not lent a helping hand i would most likely be dead
1,better to fight for something than live for nothing- general patton quote
0,"@Joydaily www.youtube.com/Titomi15..WATCH THE VIDEOS,COMMENT&amp;SUSCRIBE!!  &amp; FOLLOW me , Cheers x"
1,ireally need to go to taeyeons concert sometime before i die
0,@Linc4Justice nah- you're not unfortunate- i dont eat that stuff cause i want to live a few years longer- you're one of the smart ones 
1,"i donâ€™t kno what iâ€™m doing w my life iâ€™m so lost in my own head lol
im so all over my crush until one second my brain is like â€œno you dont deserve anyone or anything youre worthlessâ€ so bye bye feelings i guess"
1,tired of being alone ðŸ’”
1,"can i control my eating no
can i participate in lectures without making a fool of myself no
can i talk to people like a normal human being no
can i keep friends even though my biggest fear is losing them no
do i have a home where people care about me no

i hate everything"
1," ""what would you do if your family member friend or loved one was suicidal"" - support them in their goal no"
1,"motivational quote

just donâ€™t give up trying to do what you really want to do where there is love and inspiration i donâ€™t think you can go wrong"
0,is about to sleep for reals now. smmmealllyalaaatarzzz!! Hehehehehe.  XOXOX! 
0,"@pmerric Will chk them out today, looking forward to their interview too. I think u r going great! Most imp.ly, it for a great cause "
0,@JasonPMcRussell I used to think that as well...honestly it has been fairly easy to use. But I'm a coder and I like working on the shell 
0,Yeah for sure... It's happening at the Bells Billabong Store this Saturday from around 4-6.... maybe later if the contest runs 
0,"@smange Oh France instead? That'd be fine by me, too!  Oh I see... Agen. Nice spot?"
0,@DramaBeats agreed 
1,"my first reaction to figuring out i was trans was seriously ""ugh not another thing"" 

because it is seriously terrifying to be something that others will hate me for and use to hurt me again and it makes it really hard to accept myself but also to come out and tell people"
0,And p.s. I'm getting paid to boss my sister around 
0,@valorandvellum sadly after 10 years of marraige peeing with the door open is common place 
1,you gotta be kidding minister so you kill the man and you dont know his body surely his family wants closure and jamal is gone but they want to say goodbye jamalkhashoggi 
1, your life is worthless no soul in your flesh no stand puppet pants
1,im so tired of being lonely i give up
0,two tests down..  three tests and a twenty first birthday to go..  
1, really enjoying the season so far its a shame you guys have said this is the last season but i suppose all good things have to come to an end it has been a great adventure
1, fortnite is killing itself hopefully its dead by the end of the year cause i cant take this anymore it started off great and then it started going downhill when they added tilted then they nerfed shotguns hard made smgs good nerfed smgs took away fun weapons etc
0,Just spoke with my fam in #Japan via #Skype! Love to see my little 16-mo-old nephew growing! 
1,as much as people want to see their least favourite player gone it would be dumb for tfc to make wholesale changes now many playersâ€™ value has never been lower tfclive
0,finally going to bed!  so tired. Was gonna watch The Hills but didnt =/
0,@MilkyMooMoo nice and sunn here too in Cambs 
0,Bring on the bank hol weekend 
0,is off to london today... swiss cottage to be precise!  x
0,http://twitpic.com/2y5d4 - my senior picture 
0,"@mkl4  oops sorry dude, i'll go and get on that.  i'll be looking forward to your tweets "
0,@rustyrockets You seem to be a good mood this morning or rather were until the MP thing 
1,"â€œif you have a dream go for it you donâ€™t want to look back in life and regret not taking the chance back when time was still on your side follow your heartâ€ -
ranveersingh "
0,"YES!!! New Zune coming this year, and it's almost certain to be a worldwide release at last!!!   http://bit.ly/6Uwk"
1,i didnt even talk to my mutual pls i hate myself
1, yeah just goes to show you that even you all know you canâ€™t survive with out capitalism you all donâ€™t stand for nothing because you canâ€™t even live by which you claim to be
1,keep the horrors in the movies this halloween iâ€™m joining and rob zombie in urging you to put an end to terrifying high-speed slaughter! highspeedhorror
0,@misschuchu Mimi!! hi   i love your pic u look good
1, its not a guarantee but if youve ever really had the flu youll do whatever you can to avoid getting it again last years strain was truly awful thankfully tamiflu helped me i missed both christmas and new years and wanted to die
0,@yoavsegal Morning 
1,niggas still call me lil travis and i take years off my own life everytime
0,FREE SHIPPING TUESDAY! Enter in code &quot;07raus09&quot; (without quotes) at checkout for free shipping 
